,O,H,L,C,V,T,BV
191,0.00181349,0.00181349,0.00181348,0.00181348,12.82051708,2018-06-05T08:24:00,0.02324979
192,0.00181329,0.00181329,0.00181329,0.00181329,60.93570512,2018-06-05T08:27:00,0.1104941
193,0.00181329,0.00181329,0.00181329,0.00181329,41.576892,2018-06-05T08:35:00,0.07539095
194,0.0018054,0.0018054,0.0018054,0.0018054,5.53572,2018-06-05T08:36:00,0.00999418
195,0.00181398,0.00182335,0.00181398,0.00182335,84.54097436,2018-06-05T08:49:00,0.15348542
196,0.00182282,0.00182282,0.00182282,0.00182282,1.5,2018-06-05T08:50:00,0.00273423
197,0.0018234,0.0018234,0.0018234,0.0018234,35.55412717,2018-06-05T08:51:00,0.06482938
198,0.00182282,0.00182282,0.00182282,0.00182282,0.5,2018-06-05T08:52:00,0.00091141
199,0.00182282,0.00182282,0.00182282,0.00182282,0.5,2018-06-05T08:55:00,0.00091141
200,0.00182282,0.00182282,0.00182282,0.00182282,5.67235507,2018-06-05T08:57:00,0.01033968
201,0.00182278,0.00182278,0.00182278,0.00182278,6,2018-06-05T08:59:00,0.01093668
202,0.00181409,0.00181409,0.00181409,0.00181409,5.43616405,2018-06-05T09:04:00,0.00986169
203,0.0018234,0.0018234,0.0018234,0.0018234,5.48426017,2018-06-05T09:05:00,0.00999999
204,0.00182339,0.00182339,0.00182339,0.00182339,5,2018-06-05T09:12:00,0.00911695
205,0.00181318,0.00181318,0.00181318,0.00181318,11.9143299,2018-06-05T09:27:00,0.02160281
206,0.00181318,0.00181318,0.00181318,0.00181318,5.76441046,2018-06-05T09:32:00,0.01045191
207,0.00181318,0.00181318,0.00181318,0.00181318,5.26293629,2018-06-05T09:40:00,0.00954264
208,0.00181318,0.00181318,0.00181318,0.00181318,5.43616405,2018-06-05T09:41:00,0.00985674
209,0.00181318,0.00181318,0.00181318,0.00181318,14.7161662,2018-06-05T09:44:00,0.02668304
210,0.00181318,0.00181318,0.00181318,0.00181318,3.51873975,2018-06-05T09:47:00,0.0063801
211,0.00182167,0.00182208,0.00182167,0.00182208,5.48946845,2018-06-05T09:59:00,0.0100013
212,0.00181318,0.00181318,0.00180759,0.00180759,30,2018-06-05T10:01:00,0.05425855
213,0.00180759,0.00180759,0.00180759,0.00180759,1.70848388,2018-06-05T10:06:00,0.00308823
214,0.00180759,0.00180759,0.00180759,0.00180759,1.12777601,2018-06-05T10:21:00,0.00203855
215,0.0018216,0.00182165,0.0018216,0.00182161,63.1217754,2018-06-05T10:35:00,0.11498374
216,0.0018101,0.0018101,0.00180601,0.00180601,688.27604081,2018-06-05T10:42:00,1.24510409
217,0.00181,0.00181,0.00180601,0.00180601,14.17673203,2018-06-05T10:49:00,0.02561996
